,id,group,category,images,size,colour,season,price,made_in,clothes_care,brand
436, _ 1213/605,Niño,Jeans,5,6 años (116 cm)-13-14 años (164 cm),2,Primavera-Verano,"15,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
437, _ 1084/037,Niño,Jeans,5,5 años (110 cm)-11-12 años (152 cm),1,Primavera-Verano,"22,95",MARRUECOS,Lavar a mano max 30ºC - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
438, _ 4743/651,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),4,Primavera-Verano,"12,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
439, _ 4743/767,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"19,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
440, _ 1213/666,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
441, _ 1213/680,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
442, _ 4743/762,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
443, _ 4743/660,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
444, _ 4743/760,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
445, _ 1213/655,Niño,Jeans,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"22,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
446, _ 4743/664,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"25,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
447, _ 6987/651,Niño,Jeans,4,6 años (116 cm)-13-14 años (164 cm),2,Primavera-Verano,"19,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
448, _ 1213/676,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
449, _ 1213/776,Niño,Jeans,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
450, _ 4743/682,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
451, _ 7223/750,Niño,Jeans,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",PAKISTÁN,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
452, _ 6987/775,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
453, _ 6987/668,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"19,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
454, _ 6987/756,Niño,Jeans,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"19,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
455,NULL,Niño,Jeans,0,NULL,1,Primavera-Verano,"15,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
456, _ 6917/675,Niño,Jeans,4,6 años (116 cm)-13-14 años (164 cm),3,Primavera-Verano,"17,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
457, _ 1213/657,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
458, _ 4743/661,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
459, _ 4676/674,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"19,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
460, _ 6987/660,Niño,Jeans,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
461, _ 7878/674,Niño,Pantalones,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
462,NULL,Niño,Pantalones,0,NULL,1,Primavera-Verano,"15,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
463,NULL,Niño,Pantalones,0,NULL,1,Primavera-Verano,"12,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
464, _ 0039/660,Niño,Pantalones,3,6 años (116 cm)-13-14 años (164 cm),2,Primavera-Verano,"9,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
465, _ 4743/778,Niño,Pantalones,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
466, _ 9959/670,Niño,Pantalones,4,6 años (116 cm)-13-14 años (164 cm),4,Primavera-Verano,"15,95",BANGLADESH,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
467, _ 2431/665,Niño,Pantalones,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",PAKISTÁN,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
468, _ 6917/670,Niño,Pantalones,3,6 años (116 cm)-13-14 años (164 cm),3,Primavera-Verano,"17,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
469, _ 3183/672,Niño,Pantalones,4,6 años (116 cm)-13-14 años (164 cm),2,Primavera-Verano,"17,95",CHINA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
470, _ 6224/685,Niño,Pantalones,3,6 años (116 cm)-11-12 años (152 cm),1,Primavera-Verano,"17,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
471, _ 5372/694,Niño,Pantalones,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
472, _ 2431/660,Niño,Pantalones,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",PAKISTÁN,Lavar a máquina max. 40ºC centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
473, _ 2431/671,Niño,Pantalones,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",PAKISTÁN,Lavar a mano max 30ºC - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
474, _ 2431/670,Niño,Pantalones,6,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",PAKISTÁN,Lavar a mano max 30ºC - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
475, _ 3183/671,Niño,Pantalones,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"19,95",CHINA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
476, _ 3854/770,Niño,Pantalones,2,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"12,95",PAKISTÁN,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
477, _ 6224/682,Niño,Pantalones,5,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
478, _ 5372/674,Niño,Pantalones,5,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
479, _ 4459/662,Niño,Pantalones,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
480, _ 4805/663,Niño,Pantalones,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"12,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
481, _ 7245/661,Niño,Pantalones,5,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",CHINA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
482, _ 5372/663,Niño,Pantalones,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
483, _ 1608/660,Niño,Pantalones,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
484, _ 0547/661,Niño,Pantalones,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
485, _ 1880/672,Niño,Pantalones,5,6 años (116 cm)-13-14 años (164 cm),3,Primavera-Verano,"9,95",PAKISTÁN,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
486, _ 8574/675,Niño,Pantalones,4,6 años (116 cm)-13-14 años (164 cm),2,Primavera-Verano,"17,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
487, _ 4873/683,Niño,Pantalones,5,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
488, _ 4743/760,Niño,Pantalones,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"15,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 150 º C - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
489, _ 2795/671,Niño,Pantalones,5,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
490, _ 2431/663,Niño,Pantalones,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",PAKISTÁN,Lavar a mano max 30ºC - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
491, _ 3183/750,Niño,Pantalones,6,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"19,95",CHINA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
492,NULL,Niño,Pantalones,0,NULL,1,Primavera-Verano,"15,95",NULL,NULL - NULL - NULL - NULL - NULL,Zara
493, _ 2431/661,Niño,Pantalones,4,6 años (116 cm)-13-14 años (164 cm),3,Primavera-Verano,"12,95",PAKISTÁN,Lavar a mano max 30ºC - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
494, _ 1001/280,Niño,Pantalones,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"27,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
495, _ 1880/673,Niño,Pantalones,5,6 años (116 cm)-13-14 años (164 cm),4,Primavera-Verano,"12,95",PAKISTÁN,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - No usar secadora,Zara
496, _ 4459/668,Niño,Pantalones,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",BANGLADESH,Lavar a mano max 30ºC - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
497, _ 5372/666,Niño,Pantalones,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
498, _ 5644/668,Niño,Pantalones,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"19,95",CHINA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
499, _ 5644/669,Niño,Pantalones,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"19,95",CHINA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
500, _ 6917/675,Niño,Pantalones,4,6 años (116 cm)-13-14 años (164 cm),3,Primavera-Verano,"17,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
501, _ 5372/664,Niño,Pantalones,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"17,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
502, _ 2658/602,Niña,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),2,Primavera-Verano,"7,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
503, _ 2926/601,Niña,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"12,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
504, _ 3037/612,Niña,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"9,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
505, _ 5431/624,Niña,Camisetas,5,6 años (116 cm)-13-14 años (164 cm),3,Primavera-Verano,"7,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
506, _ 5643/617,Niña,Camisetas,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"7,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
507, _ 2335/116,Niña,Camisetas,4,6 años (116 cm)-13-14 años (164 cm),4,Primavera-Verano,"3,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
508, _ 0673/182,Niña,Camisetas,3,6-7 años (120 cm)-13-14 años (164 cm),2,Primavera-Verano,"9,95",CAMBOYA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
509, _ 2335/112,Niña,Camisetas,4,6 años (116 cm)-13-14 años (164 cm),4,Primavera-Verano,"5,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
510, _ 0219/613,Niña,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"10,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
511, _ 0895/115,Niña,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),4,Primavera-Verano,"3,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
512, _ 0219/602,Niña,Camisetas,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"10,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
513, _ 1165/592,Niña,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"10,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
514, _ 1165/599,Niña,Camisetas,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"10,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
515, _ 3037/614,Niña,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),3,Primavera-Verano,"7,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
516, _ 6050/604,Niña,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"9,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
517, _ 1165/595,Niña,Camisetas,4,6 años (116 cm)-13-14 años (164 cm),2,Primavera-Verano,"9,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
518, _ 6201/615,Niña,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"12,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
519, _ 2324/601,Niña,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"10,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
520, _ 0377/600,Niña,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"9,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
521, _ 1971/605,Niña,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"10,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
522, _ 1165/598,Niña,Camisetas,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"9,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
523, _ 1938/162,Niña,Camisetas,4,6-7 años (120 cm)-13-14 años (164 cm),1,Primavera-Verano,"7,95",VIETNAM,Lavar a mano max 30ºC - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
524, _ 0962/602,Niña,Camisetas,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"7,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
525, _ 0962/601,Niña,Camisetas,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"12,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
526, _ 0594/603,Niña,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"9,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
527, _ 3037/610,Niña,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"9,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
528, _ 0219/603,Niña,Camisetas,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"12,95",MARRUECOS,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
529, _ 0377/602,Niña,Camisetas,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"9,95",PORTUGAL,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
530, _ 1038/120,Niña,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),2,Primavera-Verano,"12,95",INDIA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - Se puede usar secadora temperatura reducida,Zara
531, _ 3037/611,Niña,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"9,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
532, _ 1165/593,Niña,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"10,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
533, _ 8675/600,Niña,Camisetas,3,6 años (116 cm)-13-14 años (164 cm),2,Primavera-Verano,"5,95",TURQUÍA,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - No limpieza en seco - No usar secadora,Zara
534, _ 0895/132,Niña,Camisetas,4,6 años (116 cm)-13-14 años (164 cm),1,Primavera-Verano,"4,95",BANGLADESH,Lavar a máquina max. 30ºC. Centrifugado corto - No usar lejía / blanqueador - Planchar máximo 110ºC  - Lim.Seco tetracloroetileno - Se puede usar secadora temperatura reducida,Zara
